position;restaurants;ratings;number_reviews;price_category;food_category
852;Pizzerias Carlos;3.5;175;€;Italiana,Pizza,Opciones vegetarianas
853;El Paleño;5.0;7;€€ - €€€;Mediterránea
854;Restaurante Lounge Ocean;4.0;26;€€ - €€€;Mediterránea
855;Dapis Tinto;4.0;29;€€ - €€€;Mediterránea,Española,Fusión
856;Taxi-Angus Burger;5.0;8;€;Americana
857;Restaurante De Sal;4.0;37; ;Mediterránea,Española,Europea
858;Cinecom Santa Ines;4.0;28;€€ - €€€;Pizza,Barbacoa,Española
859;El Despachito de Gloria;3.5;59;€;Mediterránea,Española
860;Fernando Mira Monerris;5.0;8; ;
861;Las Merchanas;4.0;22;€;Española
862;Los puntales;4.5;9;€;Mediterránea
863;Limonar40;3.5;107;€€€€;Mediterránea,Española,Europea
864;GKTime Soho Malaga;4.5;7;€€ - €€€;Americana,Pub,Pub restaurante
865;The Churretes;4.5;12; ;
866;Casa Diego Tapas & Wines;4.0;75;€€ - €€€;Mediterránea,Europea,Española
867;Bocadillos Frankfurt's Bocanegra;4.0;33;€;Alemana,Europea,Centroeuropea
868;Mesón Agustín;4.0;36; ;
869;D'Agus Burguer;4.5;8;€;Americana,Española
870;TAPERÍA LOS GRANAÍNOS;4.5;9; ;
871;Pica Y Mica;4.0;13;€;Opciones vegetarianas
872;Los Piratas;4.0;19; ;
873;Restaurante Gutierrez Playa;3.5;289;€€ - €€€;Europea,Marisco,Mediterránea,Española
874;Restaurante La Barbacana;3.5;80;€;Café,Mediterránea,Europea,Española
875;De Entibo Gastrotapas & Streetfood;5.0;6;€€ - €€€;Marroquí,Mediterránea,Española,Fusión
876;Inca Bokeron Cocina Peruana;5.0;7; ;
877;Summer Restaurante;4.5;12;€€ - €€€;Mediterránea
878;Le Grand Café;3.5;107;€;Café,Contemporánea,Pub,Pub con cerveza artesanal,Pub restaurante
879;Adicción Italian GastroBar;4.5;11;€;Italiana,Mediterránea
880;Entre Varales;3.5;103;€€ - €€€;Mediterránea,Española
881;El Restaurante Del Cat;3.5;71; ;
882;Natural Noodles;4.5;28;€;Asiática,Tailandesa,Fusión
883;Bar Restaurante Casa Valverde;5.0;9; ;
884;El Almacen;4.5;13; ;
885;La Casa de Anyo;5.0;6; ;
886;taj palace;3.5;132;€€ - €€€;India,Opciones vegetarianas,Opciones veganas,Halal
887;Cafeteria El Trenecito;3.5;39;€;Española
888;Amsterdam Cafe;4.0;19; ;
889;De Gibralfaro la Terrazita;4.0;12;€;Italiana,Mediterránea,Española
890;La Reserva Málaga;4.0;29;€€ - €€€;Española,Mediterránea
891;Las Brasas del Ancla;5.0;10; ;
892;Bar Candelaria;4.5;9; ;
893;Le Petit Paris;5.0;6;€;Mediterránea,Sudamericana
894;Guiños Gastrobar;4.5;9;€€ - €€€;Mediterránea
895;Alma Napoletana;4.0;19; ;
896;Pizzeria La Faina;4.5;22;€;Opciones vegetarianas
897;El Fogón de Guadalmar;4.5;8; ;
898;Chill Sea Lounge;4.5;10;€€ - €€€;Sushi,Asiática
899;Cantarrana Malaga SL.;4.0;24;€€ - €€€;Mediterránea,Española
900;Cafeteria Sabora;3.5;59;€;Café,Española
901;Bar Baena;4.0;14;€;Mediterránea,Española
902;Mandel-hof;4.0;17;€€ - €€€;Española
903;Bar Restaurante Hermanos Rodríguez;4.5;21;€;Bar,Marisco,Mediterránea,Española,Pub
904;Dallas Hamburgueseria;3.5;46; ;
905;El Tablon;3.5;35; ;
906;El apartamento;3.5;255;€€ - €€€;Bar,Mediterránea,Europea,Española,Opciones vegetarianas
907;Picasso;3.5;109;€€ - €€€;Marisco,Mediterránea,Europea,Española
908;Pizza Pino;3.5;153;€€ - €€€;Italiana,Pizza,Mediterránea,Europea,Opciones vegetarianas
909;La Posada;3.5;253;€€ - €€€;Mediterránea,Europea,Española,Opciones vegetarianas
910;Meson Tobalo's;4.0;47;€€ - €€€;Española
911;Heladería Santa Gema;4.0;28;€;Café
912;La Calle Burger Parque del Oeste;4.5;7;€€ - €€€;Americana
913;Venta Gallardo;4.0;25; ;
914;Kawai Poké Bar;4.5;20;€€ - €€€;Hawaiana
915;Papulinos III;4.0;34;€€ - €€€;Española
916;Paris Snack Coffee;4.5;19;€;Marroquí,Mediterránea,Opciones vegetarianas
917;Chez Max;4.0;38;€€ - €€€;Mediterránea,Francesa,Europea
918;The Cosy Corner;4.5;8; ;
919;los Amigos;4.5;9; ;
920;Casa Luciano;4.0;13; ;Bar
921;Drunk-O-Rama;4.5;49;€;Española
922;Bar Los Del Colmenar;3.5;67;€;Mediterránea,Española,Opciones vegetarianas,Opciones veganas
923;Cortijo Los Chalanes;4.0;34;€€ - €€€;Mediterránea
924;Happy Fish;4.5;10; ;Española
925;La Reserva Del Siglo;4.0;14; ;
926;Bar la Purisima. Pedregalejo;4.5;9;€;Española
927;Marco y fatima. Nuestro bar;5.0;7; ;Mediterránea,Española
928;Ciao Plaza del Obispo 3;3.5;52;€€ - €€€;Italiana,Mediterránea,Europea,Pizza,Opciones vegetarianas
929;Sueños Bar;5.0;7; ;
930;Cafetería La Bellota;5.0;7; ;
931;Teteria Deja Vu;4.5;10; ;Café
932;Del norte al sur;3.5;61;€€ - €€€;Mediterránea,Española,Europea
933;Restaurante Los Gorditos;5.0;5;€€ - €€€;Marisco,Mediterránea,Española
934;Restaurante Hija De Antonin;4.0;23; ;
935;Nueva Taberna El Pedregal;4.5;7; ;
936;Il Termopolio;3.5;66;€€ - €€€;Italiana,Mediterránea,Europea,Opciones vegetarianas
937;Mamma Mia;3.5;111;€€ - €€€;Italiana,Pizza,Europea,Mediterránea,Opciones vegetarianas
938;Casa Rabat;5.0;5; ;Marroquí,Mediterránea
939;La Cabana;4.5;7; ;Española
940;Merendero Casa Jose;3.5;56;€€ - €€€;Marisco,Mediterránea,Española
941;La Cazuela;5.0;10; ;Española
942;Bodegas Quitapenas;3.5;183;€€ - €€€;Marisco,Mediterránea,Española
943;Goiko Grill;3.5;97;€€ - €€€;Americana
944;La Maritima;4.5;8; ;
945;Chupito Loco;4.5;6; ;
946;De Carolina;3.5;41;€€ - €€€;Española
947;Estambul Grill Restaurante;4.5;9;€€ - €€€;Internacional,Turca
948;BURGUER DALLAS BANDERA;4.0;16; ;Comida rápida
949;Rincon Che;3.5;70;€€ - €€€;Bar,Mediterránea,Española,Europea
950;Los Locos Malaga;3.5;17;€;Española
951;Don Chollo;3.5;19; ;
952;El Cortijo;4.5;12;€;Café,Barbacoa,Española,Street food / Comida en la calle
953;Bar El Tornado;4.5;7; ;
954;La Canasta La Malagueta.;3.5;72;€;Española,Opciones vegetarianas
955;La Costa Snack Bar;3.5;36;€;Mediterránea,Europea,Pub
956;Chiringuito Rocamar Malaga;3.5;90;€€ - €€€;Marisco,Mediterránea,Española
957;Las Acacias Hostal Restaurante;4.0;16;€€ - €€€;Mediterránea
958;La Taberna de Juan;4.0;17; ;Española
959;Candado Beach;3.5;85;€€ - €€€;Mediterránea,Española
960;El Pescaito;4.5;9;€€ - €€€;Marisco
961;Muerde La Pasta El Ingenio;3.5;173;€€ - €€€;Italiana,Mediterránea,Europea,Opciones vegetarianas
962;La Romantica;3.5;66;€€ - €€€;Italiana,Mediterránea,Europea
963;Alquimia Bar;4.5;9;€;Española
964;Hamburguesería Maruchi;4.0;30; ;
965;La Scala Ristorante;3.5;136;€€ - €€€;Italiana,Pizza,Café,Mediterránea,Opciones vegetarianas
966;Encaste gourmet;5.0;5; ;Mediterránea
967;Bar Cafeteria Zapata;4.0;23; ;
968;Pizzería Arte In Farina;4.5;86;€;Opciones vegetarianas,Opciones veganas
969;Cafeteria-Bar El Ancla;4.5;8; ;
970;Gold;4.0;22;€€ - €€€;Mediterránea,Europea,Italiana,Española
971;Don Peperone;5.0;7; ;Española
972;Restaurante Reyes;5.0;5;€;Bar,Café,Pub
973;Sabor a España;4.0;14;€€ - €€€;Española
974;Malaga Fussion Soho;5.0;6; ;
975;Mediterranean;3.5;33; ;
976;Asador de Pollos Don Pablo;4.5;6; ;
977;Aromas Lounge;3.5;43; ;
978;Restaurante Real Club Mediterráneo;3.5;67;€€ - €€€;Mediterránea,Europea,Española,Internacional
979;Taberna Restaurante La casona;4.0;16;€€ - €€€;Española
980;De La Mota Cafe;4.0;9; ;
981;Restaurant Tintero Campero;3.5;42;€€ - €€€;Mediterránea,Barbacoa,Española,Asador
982;Cafe Club Carambuco;4.0;20; ;
983;Hamburgueseria Mendivil;3.5;44; ;
984;Restaurante Principe de Asturias;4.0;15; ;
985;La Chunga;3.5;57;€€ - €€€;Mediterránea,Española,Bar,Europea
986;El Costi;4.5;7;€€ - €€€;Española
987;Rebana Perota;4.0;18; ;Mediterránea,Española
988;NH Malaga Restaurant;4.0;17; ;
989;El Andaluz De La Malagueta;4.0;13; ;
990;Ice Bar;3.5;46; ;
991;Taberna Mata Hambre;3.5;139;€€ - €€€;Mediterránea,Española
992;La Biznaga De Larios;4.0;13; ;
993;Taberna del Volapié Strachan;3.5;188;€€ - €€€;Española
994;Cafeteria Taperia Fajardo;4.0;8; ;
995;Valdi;3.5;35;€;Española
996;Cafe Simple;5.0;5; ;
997;Boss Cafe;4.5;9; ;
998;Pans and Company;3.5;21; ;
999;Buffet Asiel;3.5;190;€€ - €€€;China,Sushi,Asiática
1000;El Huerto Hamburguesería;4.0;12; ;
1001;The Robin Hood;4.0;25;€;Británica
1002;Casa Alhambra;5.0;5;€;Marroquí,Mediterránea
1003;Taberna Coto;3.5;70;€€ - €€€;Mediterránea,Española
1004;Hierbabuena;3.5;63;€€ - €€€;Mediterránea,Europea,Española
1005;La Mejillonería;4.0;15; ;Española
1006;El Rincón del Queso;3.5;25;€€ - €€€;Española,Tienda gourmet
1007;Restaurante El Envero;4.5;304;€€€€;Marisco,Mediterránea,Europea,Española,Opciones vegetarianas,Opciones veganas,Kosher,Opciones sin gluten
1008;Mas Que Pizza;4.0;15; ;Italiana
1009;Casa Paco;5.0;5; ;
1010;Central Malagueta;4.5;6; ;
1011;Alborea Cafe Bar;5.0;5; ;Española
1012;Cafetería Bar Canito;4.5;7; ;
1013;Guacamole Mexican Food;5.0;4;€;Mexicana,Mediterránea
1014;Napule È;5.0;4; ;Italiana
1015;4Gatos Taperia;4.5;15;€;Mediterránea,Española,Saludable
1016;Marina Grill Bar;4.5;6; ;
1017;El Hormiguero;3.5;67; ;
1018;El Mercado;4.5;8; ;Española
1019;Loving Hut;4.0;7;€;Asiática
1020;En K' Lola;5.0;4;€€ - €€€;Mediterránea
1021;Lo de Jorge;3.5;42;€€ - €€€;Mediterránea,Española,Europea
1022;Cafeteria Don Federico;4.0;13; ;
1023;Venta Hermanos Moreno;4.5;7; ;
1024;Benjamin de la Mata;3.5;40;€€ - €€€;Japonesa,Sushi
1025;Tintotenzo;4.0;10; ;
1026;Paco Zacarias Bar;4.5;8; ;
1027;Pizzeria & Ristorante Gianni;3.5;43;€€ - €€€;Italiana,Pizza,Opciones vegetarianas
1028;Restaurante La Abuela Paca;4.0;10; ;
1029;Bar Mercado de Huelin;4.0;7; ;
1030;Asador El Pollo Pera;5.0;4;€;Asador,Española
1031;El Rincón de la Tapa;4.5;6;€€ - €€€;Española
1032;Vegetariano El Tesoro del Puchero;4.5;5;€€ - €€€;Mediterránea,Española,Fusión,Saludable
1033;Love Is... Bakery;4.0;33; ;
1034;Los Marineros;3.5;63;€€ - €€€;Marisco,Mediterránea,Europea,Española
1035;El Tapeo de Huelin;5.0;5; ;
1036;D'gustar;3.5;92;€€ - €€€;Mediterránea,Europea,Española
1037;Consorcio Escuelas de Hosteleria de Benalmadena;4.5;7; ;Contemporánea
1038;Restaurante Merlo;3.0;192;€€ - €€€;Marisco,Mediterránea,Española,Europea
1039;Azafran Oasis Restaurant;5.0;6;€;Internacional,Española,Opciones vegetarianas
1040;Tano's Bar;3.5;24; ;
1041;Tasty Poke Bar;4.5;12; ;
1042;venta san juan;3.5;47;€€ - €€€;Española
1043;Casa Lobato;4.5;5;€€ - €€€;Pub con cerveza artesanal,Bar,Café,Mediterránea,Española,Pub
1044;Bar Los Dos Compadres;5.0;5; ;
1045;Cafe Negro;3.5;151;€€ - €€€;Bar,Café,Mediterránea,Europea,Española
1046;Mas Que Cafe;5.0;5; ;
1047;Chiringuito El Espigon;3.5;61;€€ - €€€;Marisco,Mediterránea
1048;Oce Blind II;5.0;5; ;
1049;Sushi Artist;4.0;32;€;Japonesa,Sushi,Asiática,Saludable
1050;La Checa;4.0;10; ;Mediterránea,Española,Internacional
1051;Restaurante La Tralla;4.5;5;€€ - €€€;Marisco,Mediterránea,Española
1052;I Love Pizza;5.0;4; ;
1053;El Tapeo de Vignolo;4.5;9; ;Española
1054;Cafe Rock Irlandes;4.0;12; ;
1055;Gourmet Experience;3.5;153;€€ - €€€;Mediterránea,Sushi,Europea,Española,Asiática,Opciones vegetarianas
1056;Taberna Pata Negra;4.0;10;€€ - €€€;Española
1057;100 Montaditos Plutarco;3.5;54;€;Española,Opciones vegetarianas
1058;Bakkano Drinks and Food;4.0;9;€;Internacional
1059;Restaurante Casa Jaime;5.0;4; ;
1060;Bar Regina;4.0;14;€;Española,Mediterránea,Bar
1061;Don Gallo Asador De Pollos;4.5;7; ;
1062;Marisqueria la Esquinita;4.5;7; ;
1063;Marisqueria Los Delfines;4.5;5;€€ - €€€;Marisco
1064;Mario-Eva;3.5;45; ;
1065;Restaurante La Dehesa;3.0;218;€€ - €€€;Mediterránea,Española,Opciones vegetarianas
1066;Restaurante La Princesa;4.5;6; ;
1067;La Cervezoteca Zona Oeste;4.0;11; ;
1068;Autocerveceria Gondor;3.5;20; ;
1069;Burger Chupete;4.0;11;€;Española
1070;La Taza de Oro;5.0;4;€€ - €€€;Tienda gourmet
1071;Jalisco;3.5;45;€€ - €€€;Mexicana
1072;Patagonia Asador;3.5;69; ;
1073;Periplo;3.5;39;€;Café,Comida rápida,Saludable
1074;Pepe Oliva;4.0;10; ;
1075;Cafeteria Eva;4.0;9; ;
1076;El Rincon de Lola;4.0;10; ;Bar,Española,Asador,Pub,Comedor
1077;Cafeteria Taperia El Paso;3.5;22;€;Española
1078;El Gallo Ronco;3.5;279;€€ - €€€;Bar,Mediterránea,Española,Opciones vegetarianas
1079;Granier;4.5;5;€;Francesa,Alemana,Holandesa,Internacional,Europea,Española
1080;Bar El Acebuchal;5.0;4; ;Española
1081;La Central Del Soho;4.0;11; ;Española
1082;Ciao;3.0;621;€€ - €€€;Italiana,Pizza,Mediterránea,Europea,Opciones vegetarianas,Opciones veganas,Opciones sin gluten
1083;McDonald's Los Patios Málaga;3.0;20; ;
1084;Dbandera;3.5;48;€€ - €€€;Española,Mediterránea,Opciones vegetarianas
1085;Casa Soler;4.0;6; ;Mediterránea,Española
1086;La Barra del Soho;4.0;16;€€ - €€€;Española,Fusión
1087;Bocatas Juanma;3.5;31; ;
1088;Restaurante El Torcal;4.0;11; ;Española
1089;La Marina Lounge;4.0;10;€€ - €€€;Mediterránea
1090;Bodega Quitapenas;3.5;53;€€ - €€€;Mediterránea,Española,Marisco
1091;Cafeteria Flor;3.5;36;€;Café,Mediterránea,Española
1092;Restaurant Nostrum;3.5;22;€€ - €€€;Española,Mediterránea
1093;La Frambuesa;3.5;28; ;
1094;Chiringuito Casa Juan;4.0;12; ;
1095;Restaurante Tapería Esencia;4.0;37;€;Mediterránea,Española
1096;Los Alba;5.0;4;€;Mediterránea
1097;Jandia;4.0;9; ;
1098;Mediterraneo Playa Cafe & Bar;4.5;12;€;Café
1099;Ethycakes;4.5;10;€;Café,Kosher
1100;Bodeguita;3.5;14;€€ - €€€;Marisco
1101;Taco Bell;3.5;24; ;
1102;La Tortuga Pedregalejo;4.0;19;€;Pub,Pub restaurante
1103;Restaurante Marisquería Altamar;4.0;21; ;
1104;Antonio Torres Restaurante;3.5;20; ;Española
1105;Was scubies fuengirola;4.0;15;€;Bar,Británica,Pub
1106;La Magia del Melon;4.0;11; ;Pizza,Española
1107;PadThaiWok Málaga - Santa Paula;4.0;6;€;Asiática,Tailandesa,Saludable,Street food / Comida en la calle
1108;Hacienda Nadales;4.0;10; ;
1109;Bar Los Barcos;4.5;7; ;
1110;IKEA;3.5;97;€;Comida rápida,Europea,Sueca,Escandinava
1111;Foster's Hollywood;3.0;141;€€ - €€€;Americana,Barbacoa,Centroamericana,Sudamericana
1112;Parrilla La Chimenea;3.5;55; ;Barbacoa,Asador
1113;Zest Restaurant Cafe Marbella;4.0;10; ;Internacional,Mediterránea,Española
1114;El Gaucho II;3.5;47; ;
1115;Bar el Romeral;4.5;5; ;
1116;Restaurante LOS GABRIELES (antes Chiringueti);4.5;5; ;
1117;Yolimar;4.0;11; ;
1118;D'Arte;4.0;11; ;Española
1119;El mesoncito del Limonar;4.5;5;€€ - €€€;Mediterránea
1120;La pizza;3.5;69;€;Pizza
1121;Puerta Nueva;4.0;6; ;
1122;Joys Deli;5.0;4; ;Británica
1123;Cafeteria Restaurante Bar Alameda Martiricos;4.0;14; ;
1124;Pulcino Pizza;4.5;4;€;Italiana
1125;La Nave Gastro Bar;4.5;4; ;Española
1126;Cereal Brothers;5.0;3;€;Internacional,Española
1127;Bar El Racimo;4.5;5; ;Café,Marisco
1128;Merced 14 Cafe;3.5;58;€;Café,Bar,Mediterránea,Europea,Española,Pub
1129;La Terraza de San Juan;3.5;12; ;Japonesa,Café,Contemporánea
1130;Restaurante Manzano;4.0;10; ;
1131;Marisqueria La Garrucha;4.0;12;€€ - €€€;Marisco,Mediterránea,Española,Contemporánea
1132;LoveMunchies;5.0;3;€;Street food / Comida en la calle
1133;Casa Bravo;5.0;4; ;
1134;Tetería La Manquita;3.5;33;€€ - €€€;Marroquí
1135;Restaurante Bar Vista Del Valle Del Genal;4.5;4;€€ - €€€;Mediterránea,Española
1136;Restaurante Juma;4.0;8; ;
1137;El Ojopatio Tapas bar;3.0;156; ;Mediterránea
1138;Cafetería Selección Los Pastores;5.0;3; ;Bar,Café,Española,Pub
1139;Cafeteria Bar Panroma;4.0;5; ;
1140;Pomodoro;3.5;31;€;Opciones vegetarianas
1141;Taberna K-Pote;4.5;5; ;Española
1142;Rincón Romero;4.5;5; ;
1143;Panam Resto Bar;3.5;19; ;Española
1144;Restaurante Marisqueria La Herrera;5.0;5; ;
1145;The Harbour;4.0;6; ;Mexicana,Pizza,Internacional,Mediterránea
1146;Wonka;3.5;64; ;
1147;Friendley Lounge;5.0;4; ;Vinoteca
1148;Quitapenas Puerto;3.0;72;€€ - €€€;Española
1149;The Show Must GO on;3.5;13; ;
1150;Tano's;3.5;22; ;
1151;Periplo;4.0;7;€;Bar,Café,Comida rápida,Saludable,Pub restaurante
1152;Cerveceria Granaina;3.5;39; ;Mediterránea
1153;El Chanco;5.0;5; ;Asador
1154;Restaurante Chino Nuevo Shangai;4.5;5; ;Asiática
1155;Pak Turk Kebab;4.5;4; ;
1156;Amor & Comida;4.0;8;€€ - €€€;Contemporánea,Fusión,Saludable
1157;El Rincon De Juanca;5.0;4; ;
1158;Flamingo;4.0;7;€;China
1159;Burguer Mafalda;3.5;20; ;
1160;Potattoo;4.0;5; ;Americana,Europea,Española,Street food / Comida en la calle
1161;100 Montaditos;3.5;10; ;Española
1162;Meson Hardales;4.5;7; ;Mediterránea
1163;La Galerna;3.5;297;€€ - €€€;Mediterránea,Europea,Opciones vegetarianas,Opciones veganas,Opciones sin gluten
1164;Baga;4.5;6; ;
1165;Las Camborias;5.0;3; ;
1166;Taberna Casa Antonio;4.5;11;€€ - €€€;Marisco,Española,Contemporánea,Saludable
1167;Meson El Montecillo;4.0;9; ;Mediterránea
1168;Cafeteria Taperia Ines;4.0;5; ;Española
1169;Primitivo Restaurante;5.0;8; ;
1170;Bar Los Faroles;5.0;3; ;
1171;Yamasato;3.5;39;€€ - €€€;Asiática
1172;Paco Torres;4.0;12; ;Mediterránea
1173;Restaurante Casa Atenea;3.5;57;€€ - €€€;Mediterránea,Española,Asador
1174;Restaurante Pizzeria Débora;3.5;26;€€ - €€€;Pizza
1175;Las Merchanas;4.0;5; ;Española
1176;Casa Vicente;4.0;5; ;
1177;enCarnes gastrogrill de Cholo;3.5;25;€€ - €€€;Española
1178;Pizza e Amore Málaga;5.0;4; ;
1179;Restaurante Bistro L'Opera;4.0;16; ;Café,Internacional,Española
1180;Trastevere;3.0;127;€€ - €€€;Italiana,Pizza,Mediterránea,Europea,Opciones vegetarianas
1181;Restaurante chino Gran China;3.5;20;€€ - €€€;China,Asiática
1182;El Gallo Negro;3.5;72;€;Mediterránea,Española
1183;Susurro Flamenco;4.5;4; ;
1184;Calabrisella;4.5;3; ;Italiana
1185;Jamoneria Fuentes;4.5;5; ;Española
1186;El Rincón De La Piedra;3.5;38;€€ - €€€;Española
1187;La Casita De La Patata;3.5;33; ;
1188;Don Pataton;3.5;15; ;
1189;Mister Lee;4.5;4; ;
1190;La Fabrica;3.0;216;€€ - €€€;Internacional,Española,Bar,Europea
1191;Ginos Vialia;3.5;79;€€ - €€€;Mediterránea,Italiana,Europea,Opciones vegetarianas
1192;Restaurante La Alcazaba;4.5;3;€€ - €€€;Española
1193;Viva Lola;3.5;13;€€ - €€€;Mediterránea
1194;Bar Roper;4.5;4; ;
1195;Punjab Palace;4.0;6; ;Balti,De Europa oriental
1196;Pathelin;3.5;16; ;
1197;Kiko's Healthy Food;4.0;8;€€ - €€€;Fusión
1198;Cafe Del Cerrado;4.5;3; ;
1199;Venta Cotrina;4.5;4; ;
1200;Meson Bar Aguilar Cruzcampo;3.5;15; ;
1201;Cafe & Tapas;3.5;11;€€ - €€€;Española
1202;Kaleido Málaga Port;3.0;304;€€ - €€€;Mediterránea,Europea,Española,Opciones vegetarianas
1203;Pombo Gastrobar;3.5;17;€€ - €€€;Mediterránea,Sudamericana
1204;Alcazaba;4.0;9; ;
1205;Escuela de Hosteleria de Malaga;5.0;4; ;
1206;Elite Restaurante;4.0;6; ;Café,Internacional,Mediterránea
1207;Restaurante La Bonagüa;4.0;7;€;Mediterránea
1208;Victoria;5.0;3; ;
1209;Silk Marbella;4.0;7; ;
1210;La Cabaña de Miraflores;5.0;3;€;Española
1211;Chopp Solidaridad;3.5;13; ;
1212;Marisqueria Rios;4.0;10; ;Marisco,Española
1213;Bar-Cafeteria Samoa;3.5;10;€;Española
1214;Bftruck;5.0;3;€;Americana
1215;Chocolata;4.5;3; ;
1216;El Andén;3.5;18; ;
1217;Los Abanicos;4.5;7; ;Mediterránea
1218;Tuk Tuk Noodles;4.5;3;€€ - €€€;Asiática,Tailandesa,Saludable
1219;Dehesa Santa Maria Thyssen;3.5;52;€€ - €€€;Española,Mediterránea,Europea
1220;Las Acacias;3.0;244;€€ - €€€;Marisco,Mediterránea,Europea,Española
1221;Bodegas Quitapenas;3.0;215;€€ - €€€;Mediterránea,Española
1222;LODELOLA;4.5;3; ;Española
1223;Los Olivos;4.0;7; ;Mediterránea
1224;El Consistorio Taberna Urbana;4.5;4;€€ - €€€;Mediterránea,Española
1225;The Wok;4.0;8; ;China
1226;Coren Grill;3.5;8; ;
1227;Taberna del Volapie PZ Marina;3.0;92;€;Bar,Mediterránea,Europea,Española,Tienda gourmet
1228;Gorki;3.0;541;€€ - €€€;Mediterránea,Española,Opciones vegetarianas
1229;Restaurante Lounge Bar El Rinconcito de Malaga;4.0;9;€€ - €€€;Española
1230;Cinecom;4.0;5; ;Pizza
1231;Bar Dona Mariquita;3.5;36; ;
1232;Chiringuito Mediterraneo;3.5;27; ;
1233;Restaurante La Piscina Hermanos Escribano;5.0;4; ;
1234;Los Gabrieles;4.5;3; ;
1235;Marisqueria Vicente;4.5;4; ;Española
1236;Meson Piqueras;3.5;14; ;Española
1237;La Fortaleza;4.5;3;€€ - €€€;Mediterránea,Española,Argentina,Sudamericana
1238;Mini Market Café;4.0;6;€€ - €€€;Española,Británica
1239;Cafetería Camilo;4.5;4; ;
1240;Tonyshoarma;4.0;5; ;
1241;Restaurante Ruance;3.5;16;€€ - €€€;Española
1242;Bar Haro II;4.0;5; ;
1243;Mesón Los Gaitanes;4.0;8; ;Española
1244;Restaurante Los Marines;4.0;5; ;
1245;Bar Al Rocio Tapeo Copeo;4.5;3; ;
1246;Green Garden;5.0;2;€€ - €€€;Mediterránea
1247;El Pasaje;5.0;3;€€ - €€€;Pub con cerveza artesanal,Española,Pub
1248;Restaurante las tres calles;5.0;2;€€ - €€€;Española
1249;Asador La Piedra;3.5;10; ;Española
1250;La Terraza;4.0;6; ;
1251;The Old Grill;3.5;12; ;Mediterránea,Española,Barbacoa
1252;La Canasta;3.0;81;€€ - €€€;Española
1253;Cafetería Restaurante Juandi;3.5;18;€;Café,Comida rápida,Mediterránea,Española
1254;Restaurante la Antigua Ventilla;3.5;42;€€ - €€€;Mediterránea
1255;GuGuTe;5.0;2;€;China,Comida rápida,Española,Asiática,Coreana
1256;Restaurante Asiático Agua Asia;5.0;2; ;
1257;Casa Feliz;3.5;24;€;China
1258;El Forjador;5.0;3; ;
1259;Asador La Linea;4.0;5;€€€€;Mediterránea
1260;Cafe bar buen comer;5.0;2;€;Española
1261;Restaurante chino Gran Dragon;3.5;17;€;Asiática
1262;Casa Antonio;4.0;4; ;
1263;Rincon de Chinitas;3.0;143;€€ - €€€;Marisco,Mediterránea,Española
1264;WHYBeers;4.5;4; ;Pub con cerveza artesanal,Tienda gourmet,Pub
1265;Ottavia;4.0;6; ;
1266;Zinkinn Casual Food;5.0;2;€;Café,Mediterránea,Española,Comedor,Saludable
1267;La Tiza Cervecería;3.5;15; ;Bar,Española
1268;Jovellanos;5.0;2;€;Asador
1269;Padilla II;3.5;17; ;
1270;Cafetería/Heladería La Luna;4.0;4; ;Café
1271;Be Happy;3.0;37;€;Española,Bar,Pub
1272;Canta El Gallo;3.5;16; ;
1273;Mister Noodles;4.0;6; ;
1274;capriccios;4.0;6;€€ - €€€;Italiana
1275;Golosas sin Gluten;5.0;2; ;
1276;De Roble;4.0;5; ;Mediterránea
1277;La Plaza Gastronomia;3.5;12; ;
1278;Ocean View Bar;4.0;4; ;Bar,Pub
1279;Rinconcito Reyes;5.0;2; ;
1280;Dulce & Capricho;5.0;3; ;Café
1281;Cybergol Sportbar y Cafetería;4.5;5; ;Bar,Pub
1282;Plaza 16;3.5;107;€€ - €€€;Española
1283;La Fiore Heladeria Cafeteria;5.0;2;€;Café
1284;AZUL TERRAZA RESTAURANTE;3.5;25;€;Japonesa,Mediterránea,Española,Fusión
1285;Taberna El Rinconcito;4.5;3; ;
1286;Vuala;3.5;17; ;
1287;Route 66;4.0;11;€;Americana,Alemana
1288;El pintor;4.5;3;€;Pizza,Comida rápida
1289;Restaurante Daneku Ecológico;3.5;8;€€ - €€€;Internacional,Comedor
1290;Restaurante Chiringuito Vicen Playa;4.0;109;€€ - €€€;Mediterránea,Española
1291;Bar Luchi;4.0;5; ;
1292;Geloziña Central Coffeeshop;5.0;2;€;Italiana,Española,Británica
1293;Mediterranea Restaurante;5.0;2;€€ - €€€;Italiana
1294;Fosters Hollywood;3.5;18; ;Mexicana,Americana,Contemporánea,Comedor
1295;Chino Nuevo Siglo;5.0;2; ;
1296;El Rincon Iberico;4.5;3; ;
1297;Chiringuito Los Compadres;3.5;18; ;
1298;Restaurante Japones Arigato;3.0;112;€€ - €€€;Japonesa,Sushi,Asiática,Opciones vegetarianas
1299;Harry's;4.0;6; ;India
1300;Restaurant Colinas Del Faro;4.0;7; ;Mediterránea
1301;Bar Dimppi;4.5;3; ;
1302;Pizza miramonte;5.0;3; ;Italiana
1303;Nandos Tasca;5.0;2; ;
1304;Cafeteria Churrería Casa Paco;5.0;2; ;
1305;Hamburguesería Valdi;4.0;11; ;
1306;Pizzeria Hercules;3.5;64;€;Pizza,Europea
1307;Taco Bell;4.0;5; ;Mexicana
