position;restaurants;ratings;number_reviews;price_category;food_category
1308;CALERO BREWERY;5.0;2;€;Pub con cerveza artesanal,Pub
1309;La Ménsula Marinera;4.5;35;€€ - €€€;Mediterránea
1310;Cafeteria Emperatriz;3.5;23;€€ - €€€;Mediterránea,Española
1311;La Taberna Vinagorra;4.5;3; ;
1312;Casares;5.0;2; ;Mediterránea
1313;Restaurante Los Galgos;3.5;9; ;
1314;El Pescaito de Nicolás;3.5;6; ;
1315;Venta Espanita;3.5;29; ;
1316;Bar Taperia La Adelfa;4.5;3; ;
1317;La Pescaderia;3.5;13; ;
1318;Sabor Sabor;4.0;4; ;
1319;Alyra;5.0;2; ;
1320;Pizzeria Roma;3.5;11; ;
1321;Pizzeria Napolitana;3.5;18; ;Pizza,Italiana
1322;Restaurante Chino El Jardin;4.0;6; ;
1323;Caviar House & Prunier;3.5;17;€€€€;Marisco
1324;Bar El Sauce;3.5;8; ;
1325;Restaurante Caballo Andaluz;4.5;7; ;Internacional
1326;El Tapeo Del Compas;3.5;12; ;
1327;Teira's Tapas Restaurant;3.5;33;€€ - €€€;Mediterránea,Española,Opciones vegetarianas
1328;KFC Málaga;3.0;55;€;Americana
1329;El Pastelero Real;3.5;8; ;
1330;Heladeria Valenciana;5.0;2; ;
1331;La Burmet Pacífico;3.5;6;€€ - €€€;Americana,Española
1332;El Caserio;4.0;7; ;Española
1333;Ro y Ma;5.0;2; ;
1334;Ultrella buen camino;5.0;2;€€ - €€€;Española
1335;La Taperia;4.5;3; ;Española
1336;Magdalenaga;4.0;6; ;Americana,Café
1337;La Guarida Tapería;4.0;5; ;Española
1338;Taxi-Angus Burger;4.5;2;€;Americana
1339;la terraza del parque;4.5;2; ;Mediterránea
1340;Asador Hamburgueseria Rosa;4.0;14;€;Pizza,Comida rápida,Asador
1341;Taberna Larios;4.5;3;€€ - €€€;Bar,Mediterránea,Pub
1342;El Descorche;4.0;5; ;Española
1343;Chaira Tapas;4.0;5; ;Española
1344;Sun Moon;4.0;9;€€ - €€€;China
1345;Rosello Tapas Pizza;4.5;2; ;
1346;La Esquinita del Tapeo;4.5;3;€;Española
1347;Esparteros Café Bar;4.5;2; ;Española
1348;El Buen Sazon;4.5;2; ;
1349;La Surena Plaza Las Flores;3.5;16; ;
1350;La Traviatta;3.5;7; ;
1351;La Raya;4.5;2;€€ - €€€;Mediterránea
1352;La Casita gastrobar;4.5;2; ;Bar,Café,Española,Pub
1353;La Abaceria;3.5;8; ;Mediterránea
1354;Freiduría Marisqueria R2;4.5;3; ;
1355;Lazy Days Bar and Restaurant;5.0;3;€€ - €€€;Británica
1356;Cafeteria Degustar;4.5;2; ;
1357;Monkey House;4.0;3;€;Europea,Española
1358;La Piccoleña;4.0;5;€€ - €€€;Italiana,Pizza
1359;Cafetería Bar Goldy;3.5;8; ;
1360;Bar Las Casillas;4.0;5; ;
1361;El Diamante;4.5;2; ;Mediterránea
1362;Bar Barenostrum;3.5;13; ;
1363;Finca Cortesin Beach Club;3.5;19;€€€€;Mediterránea,Española
1364;Muba Café;5.0;2; ;
1365;El Balate;3.5;45; ;
1366;Cafeteria-Hamburgueseria Limalimon;3.5;7; ;
1367;Entre Amigos;5.0;2; ;Chilena,Sudamericana
1368;Venta El Detalle;4.0;3; ;
1369;Restaurante/Bar Lorenzo;4.0;3; ;
1370;Restaurante Maryluz;4.5;3; ;
1371;Chiringuito Tropicana;3.5;17; ;
1372;Taperia-Bar Los Asturianos;4.5;2; ;
1373;Cafe Bar El Jardin De Los Monos;3.5;6; ;
1374;Baraka Restaurante;5.0;2; ;Internacional,Española
1375;Victoria Lounge;4.0;5; ;
1376;La Calle Burger Av. de las Américas;3.5;17;€€ - €€€;Americana
1377;Cafetería El Yate;4.0;5; ;Café,Mediterránea,Española
1378;Bar Pedroso;4.5;2; ;
1379;Café De Dueñas;3.5;12; ;
1380;el buen rollo;4.0;3; ;
1381;El Escondite;5.0;2; ;Italiana,Café,Española
1382;Meat Point;5.0;2; ;
1383;Taberna Taurina El Tablón;5.0;2; ;Española
1384;La Escalera Bar de Tapas y Churrería;4.5;2; ;
1385;Tapería Maxitapas;3.0;57;€;Comida rápida,Mediterránea,Española
1386;Taco Bell;3.0;61;€;Mexicana,Comida rápida
1387;18 Noventa;4.5;2; ;
1388;Yogurteria Danone - Málaga;3.5;5;€;Mediterránea
1389;l'atelier;4.5;3; ;Contemporánea
1390;El Buli;4.5;2; ;
1391;El Rincon;4.0;5; ;
1392;La Terrasse;5.0;2; ;
1393;Meson Alqasaba;4.0;4;€€ - €€€;Española
1394;Meson Jamon y Queso;4.0;5; ;
1395;Kaluna Restaurant;3.5;17; ;
1396;La Estación;4.5;2; ;
1397;El Bosque;3.5;15; ;Café,Mediterránea,Española
1398;Cafeteria La Taza;4.5;2; ;
1399;Palocortado;3.5;19; ;Mediterránea,Española,Fusión
1400;Asador Hermanos Bandera;4.5;2;€€ - €€€;Española
1401;Cerveceria 100 Montaditos;3.5;49;€;Comida rápida,Española
1402;Happy Fish;4.0;4; ;
1403;Cafe-Bar Benidorm;4.5;2; ;
1404;Panimas;4.0;4; ;
1405;Cafe and Tapas;3.5;11;€€ - €€€;Mediterránea,Española
1406;Aliatar;3.5;8; ;
1407;Bar Aguilera;4.0;4;€€ - €€€;Café,Mediterránea,Española
1408;La Pantera;3.5;8; ;
1409;Restaurante Pepe Orso;4.5;2; ;Española
1410;Taberna Alboran;4.5;3; ;
1411;Berlin Bar;4.0;5; ;
1412;Restaurantes Los Espigones;4.0;8; ;
1413;La Calle Burger Plaza Mayor;3.5;7;€€ - €€€;Americana
1414;Nube Doble;4.0;2; ;Café
1415;Picatostes;4.5;2; ;
1416;El fogón de Juan S.C;4.0;4; ;Comida rápida,Asador
1417;Dama de Noche;5.0;2; ;
1418;Oliva Malaga;3.5;12;€€ - €€€;Mediterránea
1419;Mulligans Irish Bar;3.5;3; ;
1420;Cafe Maugeri;4.5;2; ;
1421;Con Arte;4.0;3; ;
1422;La Colmena;3.5;29;€€ - €€€;Española
1423;Librería Café Q PRO QUO;5.0;1; ;
1424;disTINTO;5.0;1;€€ - €€€;Asador,Mediterránea,Española
1425;Taberna Del Muelle;4.0;2; ;
1426;A Morriña;5.0;1;€€ - €€€;Española
1427;Mi Querencia;5.0;1; ;
1428;La plaza;5.0;1; ;Bar,Pub
1429;El Decano;3.5;3; ;
1430;Gran Poder;5.0;1; ;Mediterránea,Española
1431;Hamburgueseria Malaga Norte;3.5;8; ;
1432;Rest. Antonio;5.0;1; ;Bar,Europea,Española,Pub
1433;Maldonado 21;5.0;1; ;Española
1434;cafe y tapas;3.5;12;€€ - €€€;Española
1435;El Cañon Bar Frank Furt Cafetería;5.0;1; ;Mediterránea
1436;Bar Pacheco;5.0;1;€;Española
1437;Ejugre;5.0;1; ;
1438;Little Italy;5.0;1; ;Italiana
1439;Bar San Javier;4.5;7;€€ - €€€;Mediterránea
1440;La Suerte;5.0;1; ;
1441;Okandu;5.0;1; ;
1442;Cafeteria Bar El Cid;5.0;1; ;Española
1443;La Mirada;4.0;4; ;
1444;Pura Gula;3.5;37;€€ - €€€;Pizza,Italiana,Comida rápida
1445;Restaurante Taperia El Picoteo;4.0;2; ;
1446;Kebab Andromeda;5.0;1;€;Comida rápida,Turca
1447;La Terraza Oasis;4.0;2; ;
1448;Restaurante Chino El Jardin;5.0;1; ;
1449;Freiduria Los Yayos;5.0;1; ;Marisco,Mediterránea,Española
1450;Taberna Gibralfaro;3.0;88;€€ - €€€;Española,Marisco,Mediterránea
1451;The New Tostá;5.0;1;€€ - €€€;Española
1452;Blue Centro;5.0;1;€;Café
1453;Burger King Malagueta;3.0;26;€;Comida rápida
1454;Rincon de las Arepas;5.0;1;€€ - €€€;Venezolana,Sudamericana
1455;Foodies Café & Tapas Bar;4.0;2; ;
1456;The Big Kebap;4.0;4;€€ - €€€;Pizza,Internacional,Turca,Opciones veganas
1457;Pizzería burger Rio de la Plata;5.0;1;€;Comida rápida,Street food / Comida en la calle
1458;Bar el Castillo;5.0;1; ;Española
1459;Tomaquet;3.0;98;€;Mediterránea,Europea,Española
1460;Bar Fidel;5.0;1; ;Española
1461;Asador Pineda;5.0;1; ;
1462;Aguamiel burgers & drinks;5.0;1;€;Americana
1463;Molarepa;5.0;1; ;Sudamericana
1464;Venta y chiringuito El Mijeño;3.5;6; ;
1465;Bar La Toja;5.0;1; ;
1466;Celtic DruiDs Irish Bar;3.5;86;€€ - €€€;Bar,Pub,Europea
1467;Ristorante Pizzeria Malapizza;3.5;3;€;Italiana,Bar,Pub
1468;Venta Cozar;4.5;2; ;Barbacoa
1469;La Alhacena;4.0;5;€€€€;Española
1470;Restaurante Chino La Casa Del Bambu;4.0;2;€€ - €€€;China
1471;Los Ibericos del sur;3.0;42;€;Española
1472;Restaurante Wok Jia;5.0;1; ;Asiática
1473;Dallas El Romeral;3.0;14; ;
1474;Ache;5.0;1; ;Española
1475;Turkish Kebab;5.0;1;€;Turca
1476;La Boqueria;5.0;2; ;Española
1477;La Caprichosa Campanillas;3.5;42;€;Pizza
1478;Cafetería Hamburguesería La Malagueña;3.5;3; ;Mediterránea
1479;La Taberna Del Cura;3.0;63;€€ - €€€;Mediterránea,Española
1480;100 Montaditos;3.0;38; ;
1481;Francisco Carnero Maldonado;5.0;1; ;
1482;Meson El Dique;4.0;12;€€ - €€€;Mediterránea,Española
1483;Bar Casa Navarro;4.5;3; ;Española
1484;Málaga Nostrum;4.5;6;€€ - €€€;Asador,Mediterránea,Española,Contemporánea,Comedor
1485;Pizzeria Pepperoni;5.0;1; ;Pizza
1486;Taberna de Bracamonte;5.0;2; ;Española
1487;New York;4.0;2; ;
1488;Los Monaguillos;5.0;1; ;Española
1489;La Jamboteca;3.5;5; ;Española
1490;Bodeguita El Rincón de Dani;3.5;6; ;
1491;Carambuco;3.5;11; ;
1492;Venta El Trillo;3.5;25;€€ - €€€;Mediterránea,Española
1493;Regal'arte;4.0;3;€€ - €€€;Mediterránea,Española,Saludable
1494;Chico's Cafe;5.0;2; ;Española
1495;AliOli;5.0;1; ;
1496;Bocañam;5.0;1; ;
1497;Comejuega;5.0;5;€;Española
1498;El Ventorrillo;4.0;3; ;Comedor
1499;La Exquisita;4.5;2;€;Española
1500;Vista Alegre;4.5;2; ;Pub
1501;Sultan Teteria;4.0;2;€€ - €€€;Marroquí,Mediterránea
1502;Buen Bocado;5.0;1;€;Comida rápida
1503;Taberna oleum;4.0;10;€€ - €€€;Española
1504;Bar Restaurante Los Manantiales;4.5;2; ;Española
1505;Don Chiito;5.0;1; ;
1506;Bar Virgen Del Rosario;5.0;1; ;
1507;Gibralfaro Especialidad Pescaito;3.0;48;€€ - €€€;Mediterránea,Española
1508;Ohana Poké & More;3.0;47;€€ - €€€;Hawaiana
1509;Insieme;4.0;2; ;
1510;De Norte A Sur;4.0;2;€;Española
1511;Pof Café y Postres;5.0;1;€;Francesa,Holandesa,Café,Europea
1512;Don Bose;3.5;34;€€ - €€€;Española,Pub restaurante
1513;El Fogon De Lourdes;5.0;1; ;
1514;La Tradicion De La Abuela;5.0;1; ;
1515;O Mamma Mia;3.0;239;€€ - €€€;Italiana,Pizza,Mediterránea,Europea,Opciones vegetarianas
1516;Campana El Cenachero;3.5;4; ;
1517;La Baranda;5.0;1; ;
1518;Casa Bigote;4.0;4; ;Marisco,Española
1519;Bar Cafeteria Da Heng;3.0;12;€;China
1520;Taperia Las Delicias;5.0;1; ;
1521;Chopp Huelin;3.0;13;€;Española
1522;Treinta&Tres RestoBar;4.0;66;€€ - €€€;Mediterránea,Española,Opciones vegetarianas
1523;Cafe Bar Las Flores;3.0;14; ;
1524;El Portico;5.0;1; ;
1525;La Mordidita;5.0;1; ;Mexicana
1526;Venta Carlos del Mirador;3.0;24; ;
1527;Cervecería Granadina Tragabuche;5.0;1; ;
1528;Cataa Malaga;4.0;3;€;Internacional
1529;Bar Cafeteria Taperia Trivium;4.0;2; ;Española
1530;Grambinus;3.5;8; ;
1531;Hamburgueseria Pizzeria Alameda;5.0;1; ;
1532;Kebabish King;5.0;1; ;
1533;El Colmao;3.5;15;€€ - €€€;Mediterránea,Española
1534;El Chispito;5.0;1; ;
1535;Ciomijas;4.5;2; ;
1536;Levante;5.0;1;€€ - €€€;Mediterránea
1537;Harlem Food Drinks & Soul;3.5;61;€€ - €€€;Americana
1538;YazAn Bar Lounge;3.5;3; ;Marroquí,Mediterránea
1539;Ecotienda y Bar la Caracola;5.0;1; ;Española,Opciones veganas
1540;La Reserva 10;3.5;10; ;
1541;El Sabor de Casa;5.0;1; ;Mediterránea
1542;Bar La esquinita de Emilio;5.0;4; ;Bar
1543;Venus Cafe/Bar;3.5;5; ;
1544;Raff Tapas & Bar Teatinos;3.0;415;€;Americana,Española
1545;Picali;3.0;17; ;
1546;Victoria;4.0;2; ;Española
1547;Bar Salamanca;4.5;5;€;Española
1548;Restaurante Meson De Sancho;3.5;3; ;Mediterránea
1549;Red Chilli's;4.5;2; ;India
1550;Central Malagueta;4.0;1; ;
1551;Calderon de la Barca;4.0;1; ;
1552;Taberna del Volapié Vialia;3.0;18;€€ - €€€;Bar,Mediterránea,Europea,Española,Tienda gourmet,Pub
1553;The Brasserie;3.5;6;€;Francesa,Contemporánea
1554;Pasteleria Jose Galvez;3.5;6; ;
1555;Pastela Tejeringos;4.0;1;€;Española
1556;Yornos;4.0;1; ;Americana,Bar,Comida rápida,Mediterránea,Española,Pub
1557;Los Juanes Pescaito y Marisco;5.0;1; ;Mediterránea
1558;Bar Saylo;4.0;1; ;Española
1559;Restaurante Chino Playa II;3.5;4; ;
1560;La Cancela Campera;3.5;8; ;
1561;La Caprichosa Teatinos;3.0;40;€;Italiana,Pizza,Española,Saludable
1562;El Rincon De Las Delicias;3.5;24; ;
1563;La Ola De Melillero Boom Beer;4.0;1; ;Española
1564;Pulpito Feliz;4.0;1; ;Marisco,Mediterránea,Española
1565;La Bolsa 7 S.l.diaz;4.0;2; ;
1566;Orient Express Cafe;3.0;63;€;Café
1567;Kebab Hits;4.0;1;€;Turca
1568;Don Pedro;5.0;1; ;Marisco
1569;Ocean’s;3.5;3; ;Mediterránea
1570;Mandhelo Café;4.0;1;€;Mediterránea
1571;La Barra;4.0;1; ;
1572;Foster's Hollywood;3.0;101;€€ - €€€;Americana,Barbacoa
1573;Venecia Restaurante;3.5;2; ;
1574;Restaurante El Jardin Chino;3.5;2; ;China,Minoria china
1575;Asador Monsalvez;4.0;1;€;Asador,Pizza,Barbacoa,Argentina,Sudamericana
1576;Per Tutti;3.5;4; ;Italiana
1577;O Mamma Mia;3.5;4; ;
1578;Tito El Egipcio;3.5;7; ;
1579;Rincón de oliva;5.0;4;€;Bar,Mediterránea,Española,Pub
1580;Mas Q menos;3.0;5; ;Café,Comida rápida,Mediterránea,Española
1581;Mediterraneo Huelin;5.0;1; ;Mediterránea
1582;El Chiquito;3.5;5; ;
1583;Patrick Chifflier;5.0;1; ;
1584;Meson Rincon De Castillo;4.0;1; ;
1585;Sabor A Málaga S. L.;3.5;2; ;
1586;La Taberna del Cura;3.0;33;€€ - €€€;Mediterránea,Española
1587;Pizzeria Hércules Teatinos;3.0;12; ;
1588;La Fuente;3.5;55;€€ - €€€;Italiana,Mediterránea,Europea,Opciones vegetarianas
1589;Tuk Tuk Noodles;3.0;6; ;
1590;La Biznaga;3.5;3; ;Bar,Pub
1591;Mesón Tomillo y Romero;4.0;1; ;
1592;Bar-Restaurante Alba;3.5;5; ;Española
1593;Karim Boukili;4.0;1; ;
1594;Bolonia Restaurante;3.5;3; ;Española
1595;Bar Pepe;5.0;1; ;Española
1596;Mi Terraza;3.5;2; ;Contemporánea
1597;Restaurante Coco;3.5;2; ;Contemporánea
1598;Rincon De Los Cazadores;4.0;1; ;
1599;La Cristalera;4.0;1; ;Pub
1600;Los Tres Robles;3.5;7; ;
1601;Restaurante Laurel;4.0;1; ;
1602;Casa Rafael;3.5;4; ;Española
1603;Pomodoro Huelin;3.0;7;€;Italiana,Pizza
1604;Cervecería Sebastián;3.5;3; ;
1605;Vadepizza Malaga;3.0;15; ;
1606;O Mamma Mia;3.5;4; ;
1607;Restaurante Pascual;4.0;1; ;
1608;Turquesa by Isabella Restaurant;4.0;46;€€ - €€€;Mediterránea,Europea,Española,Saludable,Opciones sin gluten,Opciones vegetarianas
1609;Frida Restaurante;4.0;1; ;Mediterránea,Fusión,Saludable,Opciones veganas
1610;EL Miajon;3.5;2; ;
1611;El Andamio;4.0;1; ;Española
1612;Hanna Fubuki;4.5;5;€;Japonesa,Fusión
1613;El Patio de la Alcazaba;3.0;9;€€ - €€€;Española
1614;Restaurante Freiduria Fraguas;4.0;1; ;
1615;La Espanola Tapas;3.0;6;€€ - €€€;Española
1616;Meson la Piedra;3.0;118;€€ - €€€;Española
1617;Sarmiento;3.0;4; ;
1618;bar restaurante;4.0;1; ;Española
1619;La lonja Tapas;5.0;4; ;
1620;Sacaba Mar;3.0;70;€€ - €€€;Mediterránea
1621;Obioba;3.0;9;€€ - €€€;Mediterránea,Española,Fusión
1622;Xpress;3.0;5; ;Café
1623;Remedios Montanez Garcia;4.0;1; ;
1624;El Fogon Iberico;3.0;7; ;Española
1625;El Bodegón de Rafi;3.0;12; ;
1626;Silk To Eat and Meet;3.5;5; ;Mediterránea
1627;La Croqueteria Gourmet;3.0;6; ;Española
1628;Capricho Malagueño;4.0;6;€€ - €€€;Española
1629;Havaco Cafe;3.0;41;€€ - €€€;Café,Española
1630;La Vidriera;3.0;5;€€ - €€€;Española,Pub
1631;Bar La Esquinita;3.0;9; ;Española
1632;Real Istanbul;3.0;8;€€ - €€€;Turca
1633;El Rincon del Tapeo;3.0;3; ;Española
1634;Los Labraos;4.0;3; ;Española
1635;Vips Vialia;3.0;88;€€ - €€€;Comida rápida,Opciones vegetarianas,Opciones veganas,Opciones sin gluten
1636;Restaurante Ciudad Nanhai;3.0;3; ;
1637;Manolito;3.0;6; ;
1638;Vinums;3.0;46;€;Bar,Española
1639;Bakalito;3.0;16;€;Española
1640;El Conde Tapas;3.0;26;€;Mediterránea,Europea,Española
1641;Gambrinus Puerto Banus;3.0;26;€€ - €€€;Mediterránea
1642;El Capricho Huelin;3.0;9; ;
1643;Taperia El Tejar;3.0;6; ;
1644;Restaurante Venta el Pollo;3.0;9; ;
1645;Pedro Gutierrez;3.0;15;€€ - €€€;Española
1646;La Taperia del Puerto;3.0;4; ;Española
1647;Capo Bonifati;4.0;6; ;
1648;La Carpa;3.0;3; ;
1649;Viento 13;3.0;4;€€ - €€€;Española
1650;El V Pekado;3.0;2; ;Española
1651;American Diner;3.0;3; ;Americana
1652;la Esencia;3.0;3; ;Española
1653;Come Sano Come Rico;3.0;1; ;Española
1654;La Jara;3.0;1; ;
1655;20 Paka;3.0;1; ;
1656;Telepizza;3.0;1; ;Italiana
1657;Taberna Rosae;3.0;2;€€ - €€€;Española
1658;Sushi Casa Fusion;3.0;1;€€ - €€€;Japonesa
1659;La Parrilla Del Chef;3.0;1; ;
1660;Teteria al andalus;3.0;1; ;
1661;Hamburgueseria Garby;3.0;1; ;
1662;Tapería Mi Manuel;3.0;2; ;Española
1663;Hamburgueseria Corazon;3.0;1; ;Pizza
1664;Bar El Tapeito;3.0;1; ;
1665;Delicias de Riki;3.0;1; ;Española
1666;Ornito;3.0;3; ;
1667;Tomikaya Tapas;3.0;4; ;Española
1668;30 y Tantos;3.0;14; ;Española
1669;VIPS Fuengirola;3.0;5;€€ - €€€;Internacional,Mediterránea
1670;TGB;3.0;3;€€ - €€€;Americana
1671;La Bodeguita de Marco;3.0;4; ;Marisco,Mediterránea
1672;Suki Cereal Bar;3.0;2;€;Americana,Española
1673;Autentica Pizza Italiana;3.0;13;€;Italiana
1674;Taperia Bukaros;3.0;57;€;Española
1675;Cerveceria La Surena;3.0;39;€;Española
1676;Restaurante Chino Ciudad de Oro;3.0;6; ;
1677;El Pincho Andaluz;3.0;7; ;
1678;Meson las Cofradias;3.0;7; ;Española
1679;La Paradita;3.0;2; ;
1680;Restaurante El Fogon de la Vega;3.0;4; ;
1681;Merendero Ines;3.0;5;€€ - €€€;Española
1682;Gorki Seleccion Puerto de Malaga;3.0;294;€€ - €€€;Mediterránea,Europea,Española,Opciones vegetarianas
1683;Azahar Tapas;3.0;151;€€ - €€€;Bar,Mediterránea,Española
1684;Pedrega;3.0;15; ;
1685;Sheriff Playa;3.0;93;€;Mediterránea,Marisco
1686;Hamburgueseria Pizzeria Puffy;3.0;6; ;Pizza
1687;Restaurante 21 Bou;3.0;197;€€ - €€€;Mediterránea,Europea,Española
1688;McDonald's;3.0;11; ;
1689;Restaurante El Columpio;3.0;15;€€ - €€€;Opciones vegetarianas,Opciones sin gluten
1690;China King;3.0;72;€;China,Asiática
1691;El Manantial;3.0;16; ;
1692;La Terraza de la Aduana;3.0;34; ;
1693;La Piazzetta;3.0;109;€€ - €€€;Italiana,Pizza,Europea,Opciones vegetarianas,Opciones sin gluten
1694;Restaurante Casa Antonio Teatinos;4.0;76;€€ - €€€;Española,Tienda gourmet,Comedor,Saludable,Opciones vegetarianas,Opciones sin gluten
1695;Venta Las Pitas;3.0;75; ;Española,Griega
1696;Merendero Gines;3.0;28; ;
1697;Restaurante Japones Fujiyama;3.0;39;€;China,Japonesa,Sushi
1698;Taperia Abreboca;3.0;26; ;
1699;Bronx Steak & Burgers;3.0;10;€;Internacional,Mediterránea,Española
1700;Las palmeras.;3.0;118;€€ - €€€;Marisco,Mediterránea,Española,Europea
1701;El Olivo;4.5;3;€€ - €€€;Asador,Mediterránea,Barbacoa,Pub,Fusión
1702;Carrasco Restaurante;3.0;23; ;Española
1703;El Carmen Tapas;3.0;92;€€ - €€€;Bar,Mediterránea,Europea,Española,Pub
1704;El Jardin;3.0;380;€€ - €€€;Mediterránea,Europea,Española
1705;West Pizza;3.5;21; ;
1706;Kivi;3.0;4; ;
1707;El Rincón De Pepe;4.5;3;€€ - €€€;Café,Española,Comedor
1708;The Monkeys Malaga;4.0;63; ;
1709;Churreria Cafeteria La Tradicion;3.5;6; ;
1710;La Guarida;3.0;6; ;
1711;Harlem Bar Copas;4.0;14; ;Americana,Internacional,Hawaiana
1712;Ginos Málaga-Nostrum;3.0;61;€€ - €€€;Mediterránea,Italiana,Pizza
1713;Marisquería Godoy;3.0;307;€€ - €€€;Marisco,Mediterránea,Europea,Española
1714;Quitapenaspuerto;2.5;3; ;
1715;La Bahia De Huelin;3.0;7; ;
1716;Lechuwarma;2.5;2; ;
1717;Pizza Burguer La Terraza;2.5;3; ;
1718;Restaurant Mijas;3.0;7; ;
1719;Restaurante Colombiano Riquiisimo;2.5;2; ;
1720;malaga, ristorante, Chirihguito escribano;2.5;7; ;Italiana
1721;Bamboo;3.0;8; ;
1722;Natural Blend;2.5;4; ;Española
1723;La Loca Juana;3.0;4; ;Mediterránea
1724;The Good Burger;3.0;17;€;Americana
1725;El Pellizco Taberna Flamenca;3.0;3; ;Mediterránea
1726;Parador19;5.0;5;€€ - €€€;Bar,Comida rápida,Saludable,Pub restaurante
1727;Mil Sabores;2.5;2; ;
1728;La Chesseria;2.0;1; ;
1729;Aqua;3.0;5; ;
1730;Terraza Miramar Chill Out;2.0;1; ;
1731;Pizza Hut;2.5;2; ;Pizza
1732;Chiringuito La Campana Playa;3.0;115;€€ - €€€;Marisco,Mediterránea
1733;Atlantis Lounge Cafe;3.0;64;€€ - €€€;Café
1734;La Plaza Gastrobar;2.5;7; ;
1735;The Grill Club;3.0;14; ;Asador
1736;Chino Fenix;2.5;11; ;
1737;Hostal Mesón La Era;2.5;3; ;
1738;SAVIS On Tap;5.0;7;€;Pub con cerveza artesanal,Pub,Americana,Bar,Café
1739;Restaurante Trinidad Grund;3.0;5; ;
1740;Gastroteca;2.0;1;€€€€;Mediterránea
1741;100 Montaditos;2.0;1; ;Española
1742;La Malagueta Beach Bar;2.0;1; ;
1743;Rosario's Burgers Restaurant;3.0;41; ;
1744;Bula Noodles y Tapas;1.0;1; ;Internacional,Española,Asiática
1745;Chringuito Escribano;3.0;54;€€ - €€€;Mediterránea,Española
1746;Bar Perol Andaluz;5.0;2; ;Café,Marisco,Barbacoa,Española
1747;Port Royal;3.0;11; ;
1748;Restaurante Casa Tuti;4.5;3;€€ - €€€;Asador,Mediterránea,Española
1749;El Cartuchito de Antonio Caro;3.0;14;€;Española
1750;Churreria El Fary Cafeteria;5.0;2;€;Española
1751;Gambrinus Moliere;3.0;16; ;
1752;Venta los Montes;3.0;16; ;Española
1753;Yao Zu Bei;1.0;1; ;
1754;SALCHIPAPA;4.5;5;€;Española
1755;Uno Mas Cafe;5.0;2;€€ - €€€;Italiana,Internacional,Española
1756;Le Petit Bistro;1.0;1; ;Francesa
1757;Burger King;3.0;12; ;
1758;El Marisquero;3.0;133;€€ - €€€;Marisco,Mediterránea,Española
1759;Thai Noodles Wok;4.5;6;€€ - €€€;Asiática
1760;El Duplex;1.0;1; ;Mediterránea,Española,Tienda gourmet,Fusión,Pub restaurante
1761;Breakfast at Tiffany's;2.5;14;€;Española
1762;Foster's Hollywood;2.5;3; ;
1763;La Marquesa;2.5;4; ;
1764;Gambrinus Gastro-Cervecería;3.0;40;€€ - €€€;Española,Mediterránea
1765;Chiringuito Playa Malaya;3.0;74;€;Mediterránea,Española,Europea,Opciones vegetarianas
1766;La Jarrita;2.5;36;€;Española
1767;Tragatapas;3.0;389;€;Bar,Mediterránea,Española
1768;Tita Carmen Restaurante;2.5;10; ;
1769;McDonald's;3.0;31; ;
1770;Francisco Jose Romero Zambrana;1.0;1; ;
1771;Aragon & Capel;3.5;26;€€ - €€€;Pub,Pub restaurante
1772;Gastrobar Eshmún;2.5;4; ;
1773;Cafetria Don Premio;2.5;3; ;Española
1774;El Patio de Mi Casa;1.0;1; ;
1775;Nong Chen;1.0;1; ;
1776;The Natural Juice Co.;5.0;4;€;Saludable,Bar,Café,Pub
1777;Cuates Burger & Taco Bar;2.5;6;€;Mexicana
1778;Marisquería El Perchel;3.5;13;€€ - €€€;Marisco
1779;Neremar Cafeteria;2.5;13; ;
1780;Al Brasileno;2.5;6; ;Brasileña,Sudamericana
1781;Ou Bin City;2.5;29;€;China
1782;El Fogón de Marisa;3.0;7;€€ - €€€;Española
1783;El Capricho;3.0;14; ;
1784;Al Andalus;3.0;21; ;
1785;Don Papón;2.5;6; ;Europea
1786;Meson gribralfaro;2.5;5; ;Española
1787;Restaurante Chino Happy Palace;3.0;25;€;China,Asiática
1788;Calle Alfonso Ponce de León, 3;1.0;1; ;
1789;Paraguay Sabores De Mi Tierra;2.5;7; ;
1790;VIPS Malaga-Nostrum;3.0;59;€€ - €€€;Internacional
1791;La Tagliatella;3.0;311;€€ - €€€;Italiana,Opciones vegetarianas,Opciones veganas
1792;Venta La Nueva;2.0;5; ;Española
1793;Sushimore;1.0;1;€€ - €€€;Japonesa,Sushi
1794;Parrilla Argentina a Domicilio;1.0;1;€;Barbacoa
1795;Mesón Segalerva;2.5;28;€;Española
1796;Cafe Bar El 13;4.0;17;€€ - €€€;Internacional,Mediterránea,Española,Argentina
1797;Cerveceria Gambrinus;1.0;1; ;
1798;Venta Las Maravillas;1.5;2; ;Española
1799;Mesón Cortijo Cristóbal;1.0;1; ;
1800;Taberna del Tapeo;2.5;39;€;Bar,Comida rápida,Pub restaurante,Street food / Comida en la calle
1801;Restaurante la Recta;2.5;7; ;
1802;La Gran Corona;2.5;5; ;
1803;Chiringuito Los Compadres;1.0;1; ;
1804;Burger King;2.5;9; ;
1805;Pizzería Rigoletto;2.5;35; ;Italiana,Pizza
1806;La Terraza Lob;1.0;1;€€ - €€€;Bar,Café,Pub
1807;Cafe Rouge 2;5.0;1; ;
1808;Donde Paqui;2.0;3; ;
